Frame 1 Face 0:
0.478670,0.582839,0.000000
0.481744,0.528083,0.000000
0.480902,0.543127,0.000000
0.470959,0.466205,0.000000
0.482046,0.509177,0.000000
0.482216,0.484229,0.000000
0.482766,0.424030,0.000000
0.387352,0.415038,0.000000
0.482494,0.380875,0.000000
0.482705,0.356540,0.000000
0.482708,0.258791,0.000000
0.478603,0.588132,0.000000
0.478739,0.592660,0.000000
0.478604,0.596097,0.000000
0.478620,0.595967,0.000000
0.478440,0.602224,0.000000
0.478521,0.610007,0.000000
0.478303,0.618376,0.000000
0.479411,0.642422,0.000000
0.481560,0.537365,0.000000
0.467653,0.536033,0.000000
0.340531,0.344807,0.000000
0.423614,0.429881,0.000000
0.410709,0.431540,0.000000
0.398016,0.431441,0.000000
0.381750,0.422101,0.000000
0.434697,0.426617,0.000000
0.400970,0.382543,0.000000
0.417353,0.384334,0.000000
0.386983,0.386223,0.000000
0.378633,0.393152,0.000000
0.371042,0.433980,0.000000
0.430580,0.678030,0.000000
0.382637,0.410738,0.000000
0.336426,0.424406,0.000000
0.355937,0.422711,0.000000
0.413998,0.505347,0.000000
0.461706,0.578611,0.000000
0.463392,0.591483,0.000000
0.446035,0.582159,0.000000
0.435111,0.586628,0.000000
0.450306,0.591094,0.000000
0.439765,0.591929,0.000000
0.418454,0.611775,0.000000
0.470351,0.527824,0.000000
0.469141,0.508950,0.000000
0.361052,0.381580,0.000000
0.441943,0.460360,0.000000
0.438492,0.518282,0.000000
0.438053,0.507887,0.000000
0.374496,0.502885,0.000000
0.469952,0.485925,0.000000
0.390754,0.364330,0.000000
0.372619,0.369917,0.000000
0.351676,0.312412,0.000000
0.452301,0.378598,0.000000
0.431757,0.392059,0.000000
0.407346,0.595498,0.000000
0.348676,0.594411,0.000000
0.447985,0.529311,0.000000
0.458651,0.534660,0.000000
0.420783,0.594484,0.000000
0.423841,0.594014,0.000000
0.365640,0.357841,0.000000
0.437612,0.525209,0.000000
0.416587,0.366068,0.000000
0.414030,0.349823,0.000000
0.403827,0.269326,0.000000
0.359629,0.333421,0.000000
0.411268,0.306934,0.000000
0.354139,0.373072,0.000000
0.347582,0.359059,0.000000
0.462225,0.585674,0.000000
0.448324,0.587029,0.000000
0.437472,0.589047,0.000000
0.451064,0.532341,0.000000
0.422386,0.594198,0.000000
0.429332,0.597508,0.000000
0.425728,0.594103,0.000000
0.454377,0.525563,0.000000
0.441781,0.593751,0.000000
0.452374,0.593450,0.000000
0.464858,0.594833,0.000000
0.462555,0.642073,0.000000
0.462746,0.617263,0.000000
0.462895,0.608587,0.000000
0.463653,0.601408,0.000000
0.464873,0.594977,0.000000
0.441894,0.594244,0.000000
0.439826,0.597228,0.000000
0.437763,0.601434,0.000000
0.436205,0.606440,0.000000
0.423239,0.568587,0.000000
0.335308,0.503638,0.000000
0.481274,0.541361,0.000000
0.434024,0.594366,0.000000
0.431768,0.596132,0.000000
0.462396,0.541269,0.000000
0.442188,0.534795,0.000000
0.460573,0.538280,0.000000
0.427700,0.470609,0.000000
0.405755,0.482343,0.000000
0.435388,0.515395,0.000000
0.371793,0.286705,0.000000
0.380047,0.315577,0.000000
0.385805,0.348779,0.000000
0.430813,0.623816,0.000000
0.447410,0.354606,0.000000
0.444793,0.305217,0.000000
0.439968,0.260766,0.000000
0.387858,0.428464,0.000000
0.357775,0.446329,0.000000
0.442003,0.422600,0.000000
0.367212,0.401535,0.000000
0.451510,0.449413,0.000000
0.446649,0.513450,0.000000
0.345617,0.458770,0.000000
0.366108,0.458449,0.000000
0.382324,0.464873,0.000000
0.407766,0.462078,0.000000
0.426703,0.454807,0.000000
0.440734,0.447258,0.000000
0.469662,0.428227,0.000000
0.347617,0.496200,0.000000
0.357582,0.400071,0.000000
0.474507,0.536616,0.000000
0.443056,0.478856,0.000000
0.332722,0.422086,0.000000
0.451494,0.438273,0.000000
0.434352,0.515413,0.000000
0.375669,0.412217,0.000000
0.446717,0.500658,0.000000
0.340465,0.547649,0.000000
0.441867,0.416683,0.000000
0.458067,0.491317,0.000000
0.373748,0.637437,0.000000
0.375403,0.658995,0.000000
0.338564,0.500917,0.000000
0.358869,0.612868,0.000000
0.341613,0.388852,0.000000
0.427553,0.698996,0.000000
0.475684,0.540790,0.000000
0.430591,0.491752,0.000000
0.346443,0.425177,0.000000
0.399119,0.420503,0.000000
0.409891,0.421278,0.000000
0.427531,0.600675,0.000000
0.350019,0.533037,0.000000
0.451915,0.723378,0.000000
0.411722,0.700513,0.000000
0.394615,0.683731,0.000000
0.482699,0.305432,0.000000
0.479110,0.724933,0.000000
0.420690,0.419766,0.000000
0.431020,0.418032,0.000000
0.438452,0.417691,0.000000
0.349613,0.396045,0.000000
0.428669,0.404749,0.000000
0.417041,0.399468,0.000000
0.405811,0.398319,0.000000
0.395136,0.400606,0.000000
0.388784,0.404383,0.000000
0.335347,0.379698,0.000000
0.392094,0.417997,0.000000
0.480130,0.556576,0.000000
0.436804,0.559891,0.000000
0.448230,0.526776,0.000000
0.461673,0.556082,0.000000
0.482628,0.402057,0.000000
0.391169,0.661946,0.000000
0.408302,0.681056,0.000000
0.451493,0.709188,0.000000
0.360915,0.631434,0.000000
0.437631,0.411973,0.000000
0.460791,0.456395,0.000000
0.479187,0.711747,0.000000
0.430308,0.714279,0.000000
0.342843,0.541082,0.000000
0.452523,0.594543,0.000000
0.450559,0.598956,0.000000
0.449165,0.605212,0.000000
0.448209,0.613311,0.000000
0.445220,0.634979,0.000000
0.431350,0.592839,0.000000
0.429009,0.591908,0.000000
0.427022,0.590742,0.000000
0.412647,0.580625,0.000000
0.364444,0.542190,0.000000
0.460678,0.437651,0.000000
0.452300,0.404028,0.000000
0.443633,0.405866,0.000000
0.433948,0.594060,0.000000
0.362808,0.585979,0.000000
0.465194,0.405167,0.000000
0.437268,0.656514,0.000000
0.482511,0.463631,0.000000
0.470338,0.447980,0.000000
0.482459,0.444643,0.000000
0.451096,0.484276,0.000000
0.479070,0.691647,0.000000
0.479409,0.666329,0.000000
0.458026,0.664890,0.000000
0.406651,0.622264,0.000000
0.422997,0.528829,0.000000
0.420906,0.642424,0.000000
0.392242,0.526332,0.000000
0.410104,0.546306,0.000000
0.380403,0.555234,0.000000
0.453435,0.689515,0.000000
0.442824,0.493443,0.000000
0.395199,0.639021,0.000000
0.412766,0.660565,0.000000
0.394803,0.600440,0.000000
0.352727,0.564307,0.000000
0.378768,0.604746,0.000000
0.348428,0.578916,0.000000
0.398698,0.568502,0.000000
0.452202,0.467238,0.000000
0.450582,0.522208,0.000000
0.442323,0.524750,0.000000
0.457265,0.510713,0.000000
0.440797,0.388773,0.000000
0.417237,0.377951,0.000000
0.396945,0.375978,0.000000
0.381069,0.380107,0.000000
0.370961,0.388468,0.000000
0.367081,0.417214,0.000000
0.335829,0.462346,0.000000
0.378224,0.441021,0.000000
0.391537,0.446138,0.000000
0.409046,0.445728,0.000000
0.425655,0.441658,0.000000
0.438581,0.436184,0.000000
0.447527,0.431080,0.000000
0.333198,0.462278,0.000000
0.442555,0.528844,0.000000
0.460742,0.473628,0.000000
0.460545,0.524522,0.000000
0.466877,0.533235,0.000000
0.459963,0.527125,0.000000
0.446164,0.533734,0.000000
0.469719,0.535264,0.000000
0.471021,0.538577,0.000000
0.446672,0.417488,0.000000
0.454479,0.421649,0.000000
0.459328,0.425372,0.000000
0.385271,0.407637,0.000000
0.374297,0.401492,0.000000
0.493700,0.465750,0.000000
0.574849,0.411227,0.000000
0.494962,0.535776,0.000000
0.616346,0.340370,0.000000
0.539465,0.427273,0.000000
0.551571,0.428674,0.000000
0.563938,0.428006,0.000000
0.579356,0.418014,0.000000
0.528848,0.424438,0.000000
0.561317,0.379951,0.000000
0.545497,0.382608,0.000000
0.574943,0.382892,0.000000
0.583085,0.389152,0.000000
0.589122,0.429284,0.000000
0.527822,0.675306,0.000000
0.579147,0.406384,0.000000
0.619714,0.418899,0.000000
0.603135,0.417518,0.000000
0.547586,0.503224,0.000000
0.495810,0.578622,0.000000
0.494058,0.591355,0.000000
0.511289,0.582400,0.000000
0.522370,0.586726,0.000000
0.507104,0.591591,0.000000
0.517822,0.591836,0.000000
0.539494,0.610388,0.000000
0.492898,0.527538,0.000000
0.495030,0.508956,0.000000
0.599550,0.377595,0.000000
0.521093,0.459026,0.000000
0.524333,0.517101,0.000000
0.524514,0.506771,0.000000
0.585572,0.498843,0.000000
0.494122,0.485223,0.000000
0.571418,0.362485,0.000000
0.588953,0.367111,0.000000
0.606941,0.308926,0.000000
0.512385,0.378021,0.000000
0.531874,0.390402,0.000000
0.551124,0.593647,0.000000
0.606895,0.588588,0.000000
0.514150,0.528649,0.000000
0.503535,0.533952,0.000000
0.535941,0.594618,0.000000
0.532946,0.594223,0.000000
0.595165,0.355138,0.000000
0.524724,0.524071,0.000000
0.546784,0.365037,0.000000
